seat_allotment,Phase,constituency_no,constituency_name,district,candidate,party,Votes
INC,2.00,1.00,Behat,Saharanpur,NARESH SAINI,INC,97035.00
INC,2.00,1.00,Behat,Saharanpur,MAHAVEER SINGH RANA,BJP+,71449.00
INC,2.00,1.00,Behat,Saharanpur,MOHD. IQBAL,BSP,71019.00
INC,2.00,1.00,Behat,Saharanpur,RANA ADITYA PRATAP SINGH,Independent,4187.00
INC,2.00,1.00,Behat,Saharanpur,None of the Above,None of the Above,1576.00
INC,2.00,1.00,Behat,Saharanpur,KAMRAN ALI,others,1255.00
INC,2.00,1.00,Behat,Saharanpur,ARUN,RLD,1150.00
INC,2.00,1.00,Behat,Saharanpur,HARDHYAN,Independent,1113.00
INC,2.00,1.00,Behat,Saharanpur,GOPAL SINGH,Independent,945.00
INC,2.00,1.00,Behat,Saharanpur,KRISHNA KUMAR,Independent,810.00
INC,2.00,1.00,Behat,Saharanpur,KALYAN SINGH,Independent,659.00
INC,2.00,1.00,Behat,Saharanpur,LOKESH VERMA,others,617.00
INC,2.00,1.00,Behat,Saharanpur,SAKEEM KHAN,others,425.00
INC,2.00,1.00,Behat,Saharanpur,KARM SINGH,Independent,319.00
INC,2.00,2.00,Nakur,Saharanpur,DR.DHARAM SINGH SAINI,BJP+,94375.00
INC,2.00,2.00,Nakur,Saharanpur,IMRAN MASOOD,INC,90318.00
INC,2.00,2.00,Nakur,Saharanpur,NAVEEN CHOUDHARY,BSP,65328.00
INC,2.00,2.00,Nakur,Saharanpur,None of the Above,None of the Above,1232.00
INC,2.00,2.00,Nakur,Saharanpur,KAMAL GARG,Independent,944.00
INC,2.00,2.00,Nakur,Saharanpur,VIJAYPAL SINGH,Independent,814.00
INC,2.00,2.00,Nakur,Saharanpur,RAJPAL SINGH,Independent,813.00
INC,2.00,2.00,Nakur,Saharanpur,RAMKUMAR,RLD,783.00
INC,2.00,2.00,Nakur,Saharanpur,PARVESH KUMAR,others,295.00
INC,2.00,2.00,Nakur,Saharanpur,RAJIV SAINI,others,245.00
INC,2.00,2.00,Nakur,Saharanpur,INDU,Independent,245.00
INC,2.00,2.00,Nakur,Saharanpur,ARVIND,Independent,140.00
SP,2.00,3.00,Saharanpur Nagar,Saharanpur,SANJAY GARG,SP,127210.00
SP,2.00,3.00,Saharanpur Nagar,Saharanpur,RAJIV GUMBER,BJP+,122574.00
SP,2.00,3.00,Saharanpur Nagar,Saharanpur,MUKESH DIXIT,BSP,17350.00
SP,2.00,3.00,Saharanpur Nagar,Saharanpur,BHOORA MALIK,RLD,934.00
SP,2.00,3.00,Saharanpur Nagar,Saharanpur,TALAT KHAN,others,693.00
SP,2.00,3.00,Saharanpur Nagar,Saharanpur,None of the Above,None of the Above,675.00
SP,2.00,3.00,Saharanpur Nagar,Saharanpur,SHABNAM,Independent,594.00
SP,2.00,3.00,Saharanpur Nagar,Saharanpur,ZAINUL AABIDEEN SIDDIQUI,others,494.00
SP,2.00,3.00,Saharanpur Nagar,Saharanpur,ROSHAN SINGH,Independent,409.00
SP,2.00,3.00,Saharanpur Nagar,Saharanpur,BHARAT RAJ,others,386.00
SP,2.00,3.00,Saharanpur Nagar,Saharanpur,SHIV KUMAR GUPTA,Independent,286.00
SP,2.00,3.00,Saharanpur Nagar,Saharanpur,SHIV KUMAR,others,265.00
SP,2.00,3.00,Saharanpur Nagar,Saharanpur,VINAY DHIMAN,others,255.00
SP,2.00,3.00,Saharanpur Nagar,Saharanpur,RAVINDER ARORA,others,223.00
SP,2.00,3.00,Saharanpur Nagar,Saharanpur,MOHD.MURSLEEN,Independent,161.00
INC,2.00,4.00,Saharanpur,Saharanpur,MASOOD AKHTAR,INC,87689.00
INC,2.00,4.00,Saharanpur,Saharanpur,JAGPAL SINGH,BSP,75365.00
INC,2.00,4.00,Saharanpur,Saharanpur,MANOJ CHAUDHARY,BJP+,58752.00
INC,2.00,4.00,Saharanpur,Saharanpur,SAAD ALI KHAN,Independent,10950.00
INC,2.00,4.00,Saharanpur,Saharanpur,None of the Above,None of the Above,968.00
INC,2.00,4.00,Saharanpur,Saharanpur,AYYUB HASAN,RLD,822.00
INC,2.00,4.00,Saharanpur,Saharanpur,AMJAD ALI,others,774.00
INC,2.00,4.00,Saharanpur,Saharanpur,SHABNOOR BEGUM,Independent,596.00
INC,2.00,4.00,Saharanpur,Saharanpur,VIKRAM SAINI,Independent,399.00
INC,2.00,4.00,Saharanpur,Saharanpur,PARVESH KUMAR,Independent,376.00
INC,2.00,4.00,Saharanpur,Saharanpur,SULEMAN,others,256.00
INC,2.00,4.00,Saharanpur,Saharanpur,SACHIN KUMAR,others,220.00
INC,2.00,4.00,Saharanpur,Saharanpur,BABLU,others,155.00
INC,2.00,4.00,Saharanpur,Saharanpur,NAUSHAD,others,146.00
SP,2.00,5.00,Deoband,Saharanpur,BRIJESH,BJP+,102244.00
SP,2.00,5.00,Deoband,Saharanpur,MAJID ALI,BSP,72844.00
SP,2.00,5.00,Deoband,Saharanpur,MAVIA ALI,SP,55385.00
SP,2.00,5.00,Deoband,Saharanpur,BHUPESHWAR TYAGI,RLD,1132.00
SP,2.00,5.00,Deoband,Saharanpur,None of the Above,None of the Above,798.00
SP,2.00,5.00,Deoband,Saharanpur,DHARMAVIR,others,651.00
SP,2.00,5.00,Deoband,Saharanpur,RAKESH VERMA,others,598.00
SP,2.00,5.00,Deoband,Saharanpur,UMAR NAWAZ,Independent,415.00
SP,2.00,5.00,Deoband,Saharanpur,ZAHIR FATMA,Independent,239.00
INC,2.00,6.00,Rampur maniharan (SC),Saharanpur,DEVENDER KUMAR NIM,BJP+,76465.00
INC,2.00,6.00,Rampur maniharan (SC),Saharanpur,RAVINDRA KUMAR MOLHU,BSP,75870.00
INC,2.00,6.00,Rampur maniharan (SC),Saharanpur,VISHVA DAYAL CHHOTAN,INC,61787.00
INC,2.00,6.00,Rampur maniharan (SC),Saharanpur,None of the Above,None of the Above,856.00
INC,2.00,6.00,Rampur maniharan (SC),Saharanpur,DAYAWATI CHAUDHRY,RLD,696.00
INC,2.00,6.00,Rampur maniharan (SC),Saharanpur,BIJENDRA,Independent,689.00
INC,2.00,6.00,Rampur maniharan (SC),Saharanpur,REKHA,Independent,579.00
INC,2.00,6.00,Rampur maniharan (SC),Saharanpur,ARVIND JHANJHOT,others,523.00
INC,2.00,6.00,Rampur maniharan (SC),Saharanpur,SURESH KUMAR,others,475.00
INC,2.00,6.00,Rampur maniharan (SC),Saharanpur,ANJU BALA,others,391.00
INC,2.00,6.00,Rampur maniharan (SC),Saharanpur,BABY,others,256.00
INC,2.00,6.00,Rampur maniharan (SC),Saharanpur,KM.LATA,others,244.00
FF,2.00,7.00,Gangoh,Saharanpur,PRADEEP KUMAR,BJP+,99446.00
FF,2.00,7.00,Gangoh,Saharanpur,NAUMAN MASOOD,INC,61418.00
FF,2.00,7.00,Gangoh,Saharanpur,INDER SAIN,SP,47219.00
FF,2.00,7.00,Gangoh,Saharanpur,MAHIPAL SINGH MAJRA,BSP,44717.00
FF,2.00,7.00,Gangoh,Saharanpur,RAJNESH CHAUHAN,RLD,1054.00
FF,2.00,7.00,Gangoh,Saharanpur,None of the Above,None of the Above,971.00
FF,2.00,7.00,Gangoh,Saharanpur,YATENDERA,Independent,609.00
FF,2.00,7.00,Gangoh,Saharanpur,SATNAM SINGH,others,579.00
FF,2.00,7.00,Gangoh,Saharanpur,KAWAR PAL,Independent,526.00
FF,2.00,7.00,Gangoh,Saharanpur,VIKAS KUMAR,Independent,475.00
FF,2.00,7.00,Gangoh,Saharanpur,SONU VERMA,others,364.00
SP,1.00,8.00,Kairana,Shamli,NAHID HASAN,SP,98830.00
SP,1.00,8.00,Kairana,Shamli,MRIGANKA SINGH,BJP+,77668.00
SP,1.00,8.00,Kairana,Shamli,ANIL KUMAR,RLD,19992.00
SP,1.00,8.00,Kairana,Shamli,DIWAKAR DESHWAL,BSP,6888.00
SP,1.00,8.00,Kairana,Shamli,MASEEHULLA,others,1365.00
SP,1.00,8.00,Kairana,Shamli,SARFARAJ KHAN,others,1127.00
SP,1.00,8.00,Kairana,Shamli,None of the Above,None of the Above,1060.00
SP,1.00,8.00,Kairana,Shamli,SETHPAL,Independent,623.00
SP,1.00,8.00,Kairana,Shamli,DHARMVEER,Independent,545.00
SP,1.00,8.00,Kairana,Shamli,VINOD KUMAR,Independent,496.00
SP,1.00,8.00,Kairana,Shamli,SAHENDRA PAL,others,290.00
SP,1.00,8.00,Kairana,Shamli,SANDEEP,others,250.00
SP,1.00,9.00,Thana bhawan,Shamli,SURESH KUMAR,BJP+,90995.00
SP,1.00,9.00,Thana bhawan,Shamli,ABDUL WARIS KHAN,BSP,74178.00
SP,1.00,9.00,Thana bhawan,Shamli,JAVED RAO,RLD,31275.00
SP,1.00,9.00,Thana bhawan,Shamli,SUDHIR KUMAR,SP,13480.00
SP,1.00,9.00,Thana bhawan,Shamli,None of the Above,None of the Above,883.00
SP,1.00,9.00,Thana bhawan,Shamli,MOHD NASIR,others,561.00
SP,1.00,9.00,Thana bhawan,Shamli,RAHAT ALI,Independent,378.00
SP,1.00,9.00,Thana bhawan,Shamli,SUNIL,Independent,318.00
SP,1.00,9.00,Thana bhawan,Shamli,SAHDEV,Independent,225.00
SP,1.00,9.00,Thana bhawan,Shamli,MANJU,Independent,210.00
SP,1.00,9.00,Thana bhawan,Shamli,PARVEZ ALI,Independent,188.00
INC,1.00,10.00,Shamli,Shamli,TEJENDRA NIRWAL,BJP+,70085.00
INC,1.00,10.00,Shamli,Shamli,PANKAJ KUMAR MALIK,INC,40365.00
INC,1.00,10.00,Shamli,Shamli,BIJENDRA SINGH,RLD,33551.00
INC,1.00,10.00,Shamli,Shamli,MANISH KUMAR,Independent,31824.00
INC,1.00,10.00,Shamli,Shamli,MOHAMMAD ISLAM,BSP,17114.00
INC,1.00,10.00,Shamli,Shamli,None of the Above,None of the Above,901.00
INC,1.00,10.00,Shamli,Shamli,BILAL A,others,820.00
INC,1.00,10.00,Shamli,Shamli,SANJEEV KUMAR,Independent,379.00
INC,1.00,10.00,Shamli,Shamli,SANJEEV,Independent,294.00
INC,1.00,10.00,Shamli,Shamli,MOHD. GUFRAN KAZMI,Independent,294.00
INC,1.00,10.00,Shamli,Shamli,ARVIND KUMAR,others,278.00
INC,1.00,10.00,Shamli,Shamli,OMPAL,others,233.00
INC,1.00,10.00,Shamli,Shamli,LOKENDRA KUMAR,Independent,209.00
SP,1.00,11.00,Budhana,Muzaffarnagar,UMESH MALIK,BJP+,97781.00
SP,1.00,11.00,Budhana,Muzaffarnagar,PRAMOD TYAGI,SP,84580.00
SP,1.00,11.00,Budhana,Muzaffarnagar,SAEEDA BEGAM,BSP,30034.00
SP,1.00,11.00,Budhana,Muzaffarnagar,YOGRAJ SINGH,RLD,23732.00
SP,1.00,11.00,Budhana,Muzaffarnagar,None of the Above,None of the Above,1286.00
SP,1.00,11.00,Budhana,Muzaffarnagar,SHOBHA RAM,Independent,699.00
SP,1.00,11.00,Budhana,Muzaffarnagar,MOHD. RASHEED KASSAR,Independent,666.00
SP,1.00,11.00,Budhana,Muzaffarnagar,DINESH KUMAR,others,611.00
SP,1.00,11.00,Budhana,Muzaffarnagar,JAMEEL,others,400.00
SP,1.00,11.00,Budhana,Muzaffarnagar,MANOJ,others,361.00
SP,1.00,11.00,Budhana,Muzaffarnagar,RIZWAN,Independent,276.00
SP,1.00,11.00,Budhana,Muzaffarnagar,CH. RAJKUMAR BALIYAN,Independent,222.00
SP,1.00,11.00,Budhana,Muzaffarnagar,SUMAT PAL KASHYAP,others,145.00
SP,1.00,11.00,Budhana,Muzaffarnagar,JAGAPAL,Independent,136.00
SP,1.00,11.00,Budhana,Muzaffarnagar,ANIL,Independent,106.00
SP,1.00,11.00,Budhana,Muzaffarnagar,MOHD. GULAFAM,Independent,81.00
SP,1.00,12.00,Charthawal,Muzaffarnagar,VIJAY KUMAR KASHYAP,BJP+,82046.00
SP,1.00,12.00,Charthawal,Muzaffarnagar,MUKESH KUMAR CHAUDHARY,SP,58815.00
SP,1.00,12.00,Charthawal,Muzaffarnagar,NOOR SALEEM RANA,BSP,47704.00
SP,1.00,12.00,Charthawal,Muzaffarnagar,SALMAN ZAIDI,RLD,14442.00
SP,1.00,12.00,Charthawal,Muzaffarnagar,None of the Above,None of the Above,1018.00
SP,1.00,12.00,Charthawal,Muzaffarnagar,VISHAL KUMAR,others,975.00
SP,1.00,12.00,Charthawal,Muzaffarnagar,AMITA SINGH,others,549.00
SP,1.00,12.00,Charthawal,Muzaffarnagar,ADESH KUMAR,Independent,444.00
SP,1.00,12.00,Charthawal,Muzaffarnagar,FURAKAN,Independent,385.00
SP,1.00,12.00,Charthawal,Muzaffarnagar,JAIPAL SINGH SAINI,others,305.00
SP,1.00,12.00,Charthawal,Muzaffarnagar,ARSAD MANSURI,others,281.00
FF,1.00,13.00,Purqazi (SC),Muzaffarnagar,PRAMOD UTWAL,BJP+,77491.00
FF,1.00,13.00,Purqazi (SC),Muzaffarnagar,DEEPAK KUMAR,INC,66238.00
FF,1.00,13.00,Purqazi (SC),Muzaffarnagar,ANIL KUMAR,BSP,46401.00
FF,1.00,13.00,Purqazi (SC),Muzaffarnagar,CHOTI,RLD,8227.00
FF,1.00,13.00,Purqazi (SC),Muzaffarnagar,UMA KIRAN,SP,2570.00
FF,1.00,13.00,Purqazi (SC),Muzaffarnagar,None of the Above,None of the Above,1139.00
FF,1.00,13.00,Purqazi (SC),Muzaffarnagar,KAVITA,others,871.00
FF,1.00,13.00,Purqazi (SC),Muzaffarnagar,ANIL KUMAR,others,579.00
FF,1.00,13.00,Purqazi (SC),Muzaffarnagar,MANOJ KUMAR,Independent,298.00
FF,1.00,13.00,Purqazi (SC),Muzaffarnagar,MITVA BHANVAR,others,260.00
FF,1.00,13.00,Purqazi (SC),Muzaffarnagar,AATMARAM,Independent,245.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,KAPIL DEV AGARWAL,BJP+,97838.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,GAURAV SWARUP BANSAL,SP,87134.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,RAKESH KUMAR SHARMA,BSP,21038.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,PAYAL MAHESHWARI,RLD,5640.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,None of the Above,None of the Above,1133.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,SANGITA,Independent,1008.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,MURTAZA SALMANI,others,491.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,SHAHZAMA KHAN,Independent,249.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,ZAKIR ALI RANA,Independent,240.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,RAJ KISHOR,Independent,199.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,KRISHAN PAL SINGH,others,177.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,JAMSHED,Independent,131.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,KARAN SINGH SAINI,others,92.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,REENU ALIAS SAKSHI,others,81.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,BABITA,others,55.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,SANJAY KUMAR,others,52.00
SP,1.00,14.00,Muzaffar Nagar,Muzaffarnagar,RISHI RAM,Independent,44.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,VIKRAM SINGH,BJP+,94771.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,CHANDAN SINGH CHAUHAN,SP,63397.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,SHIVAN SINGH SAINI,BSP,37380.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,SHAHNAWAZ RANA,RLD,12846.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,BRAHM SINGH,others,823.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,None of the Above,None of the Above,694.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,JANARDAN SHARMA,others,626.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,YAJPAL,Independent,598.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,SURENDRA KUMAR,others,332.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,ADESH,others,315.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,DEEPAK KUMAR,Independent,315.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,BHARATVIR,Independent,312.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,AASHI GAUR,others,207.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,SATAYVEER SINGH,Independent,201.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,BRAJ BHUSHAN,others,148.00
SP,1.00,15.00,Khatauli,Muzaffarnagar,MAYA,others,131.00
SP,1.00,16.00,Meerapur,Muzaffarnagar,AVTAR SINGH BHADANA,BJP+,69035.00
SP,1.00,16.00,Meerapur,Muzaffarnagar,LIYAKAT ALI,SP,68842.00
SP,1.00,16.00,Meerapur,Muzaffarnagar,NAWAZISH ALAM KHAN,BSP,39689.00
SP,1.00,16.00,Meerapur,Muzaffarnagar,MITHLESHPAL,RLD,22751.00
SP,1.00,16.00,Meerapur,Muzaffarnagar,None of the Above,None of the Above,1090.00
SP,1.00,16.00,Meerapur,Muzaffarnagar,SANDEEP KUMAR,others,474.00
SP,1.00,16.00,Meerapur,Muzaffarnagar,IMRANA,others,462.00
SP,1.00,16.00,Meerapur,Muzaffarnagar,MOH. MOOSA,Independent,451.00
SP,1.00,16.00,Meerapur,Muzaffarnagar,NABAB ALI,Independent,305.00
SP,1.00,16.00,Meerapur,Muzaffarnagar,MOH. JISHAN,others,292.00
SP,1.00,16.00,Meerapur,Muzaffarnagar,ADESH KUMAR,Independent,238.00
SP,1.00,16.00,Meerapur,Muzaffarnagar,MANOJ SAINI,others,237.00
SP,1.00,16.00,Meerapur,Muzaffarnagar,MOTIRAM,others,200.00
SP,1.00,16.00,Meerapur,Muzaffarnagar,DHARAMVEER SINGH SAINI,others,174.00
SP,1.00,16.00,Meerapur,Muzaffarnagar,ANJUM KAMAL,Independent,165.00
SP,2.00,17.00,Najibabad,Bijnor,TASLEEM AHMAD,SP,81082.00
SP,2.00,17.00,Najibabad,Bijnor,RAJIV KUMAR AGARWAL,BJP+,79080.00
SP,2.00,17.00,Najibabad,Bijnor,JAMEEL AHMAD,BSP,45070.00
SP,2.00,17.00,Najibabad,Bijnor,LEENA SINGHAL,RLD,3587.00
SP,2.00,17.00,Najibabad,Bijnor,TAZEEM SIDDIQUI,others,2094.00
SP,2.00,17.00,Najibabad,Bijnor,None of the Above,None of the Above,1516.00
SP,2.00,17.00,Najibabad,Bijnor,UMESH KUSHWAHA DANI,Independent,848.00
SP,2.00,17.00,Najibabad,Bijnor,DHARA SINGH,Independent,784.00
SP,2.00,17.00,Najibabad,Bijnor,SAMPURNANAND PANDEY,others,447.00
SP,2.00,17.00,Najibabad,Bijnor,ASARPAT SINGH,Independent,439.00
SP,2.00,17.00,Najibabad,Bijnor,ASHFAK MAHIGEER,others,393.00
SP,2.00,17.00,Najibabad,Bijnor,HEMENDRA,others,237.00
SP,2.00,17.00,Najibabad,Bijnor,KULDEEP,others,184.00
SP,2.00,17.00,Najibabad,Bijnor,MOHD UMAR,others,175.00
SP,2.00,18.00,Nagina (SC),Bijnor,MANOJ KUMAR PARAS,SP,77145.00
SP,2.00,18.00,Nagina (SC),Bijnor,OMWATI DEVI,BJP+,69178.00
SP,2.00,18.00,Nagina (SC),Bijnor,VIRENDRA PAL,BSP,49693.00
SP,2.00,18.00,Nagina (SC),Bijnor,NEELAM,others,4385.00
SP,2.00,18.00,Nagina (SC),Bijnor,DR.PHOOL SINGH CHAUDHARY,others,2541.00
SP,2.00,18.00,Nagina (SC),Bijnor,YADRAM SINGH CHANDEL,RLD,2113.00
SP,2.00,18.00,Nagina (SC),Bijnor,None of the Above,None of the Above,1431.00
SP,2.00,18.00,Nagina (SC),Bijnor,CHANDRVIR SINGH,Independent,685.00
SP,2.00,18.00,Nagina (SC),Bijnor,VIJAY,Independent,636.00
SP,2.00,18.00,Nagina (SC),Bijnor,MANOHAR,Independent,555.00
SP,2.00,18.00,Nagina (SC),Bijnor,CHIRANJEE LAL,others,493.00
SP,2.00,18.00,Nagina (SC),Bijnor,JAGDISH SINGH,Independent,449.00
SP,2.00,18.00,Nagina (SC),Bijnor,SARVESH ALIAS SHABNAM,others,287.00
SP,2.00,18.00,Nagina (SC),Bijnor,SAPNA,others,171.00
SP,2.00,18.00,Nagina (SC),Bijnor,SATENDRA KUMAR,others,141.00
INC,2.00,19.00,Barhapur,Bijnor,SUSHANT KUMAR,BJP+,78744.00
INC,2.00,19.00,Barhapur,Bijnor,HUSAIN AHMAD,INC,68920.00
INC,2.00,19.00,Barhapur,Bijnor,FAHAD YAZDANI,BSP,50684.00
INC,2.00,19.00,Barhapur,Bijnor,DR INDRA DEV SINGH,Independent,6190.00
INC,2.00,19.00,Barhapur,Bijnor,RADHA,RLD,3449.00
INC,2.00,19.00,Barhapur,Bijnor,KULVEER SINGH,Independent,3164.00
INC,2.00,19.00,Barhapur,Bijnor,NIHAL SINGH,others,1586.00
INC,2.00,19.00,Barhapur,Bijnor,ABID ANSARI,Independent,1468.00
INC,2.00,19.00,Barhapur,Bijnor,TAHIR HUSAIN,Independent,1110.00
INC,2.00,19.00,Barhapur,Bijnor,NIRMAL MISHRA,Independent,963.00
INC,2.00,19.00,Barhapur,Bijnor,AJAY KUMAR,others,845.00
INC,2.00,19.00,Barhapur,Bijnor,MONIKA AHLAWAT,Independent,748.00
INC,2.00,19.00,Barhapur,Bijnor,ROHITASH,Independent,596.00
INC,2.00,19.00,Barhapur,Bijnor,BIRJESH,others,562.00
INC,2.00,19.00,Barhapur,Bijnor,None of the Above,None of the Above,556.00
INC,2.00,19.00,Barhapur,Bijnor,CHANDRA SHEKHAR,Independent,524.00
INC,2.00,19.00,Barhapur,Bijnor,GAJALA TAUSIF,Independent,409.00
INC,2.00,19.00,Barhapur,Bijnor,JAYPAL SINGH,Independent,358.00
INC,2.00,19.00,Barhapur,Bijnor,TODA SINGH,others,345.00
INC,2.00,19.00,Barhapur,Bijnor,SAMLESH SAINI,others,277.00
INC,2.00,19.00,Barhapur,Bijnor,SHAILENDRA PRATAP,Independent,253.00
INC,2.00,19.00,Barhapur,Bijnor,MUKUL,Independent,206.00
INC,2.00,19.00,Barhapur,Bijnor,SADHANA SINGH,Independent,192.00
SP,2.00,20.00,Dhampur,Bijnor,ASHOK KUMAR RANA,BJP+,82169.00
SP,2.00,20.00,Dhampur,Bijnor,THA. MOOL CHAND CHAUHAN,SP,64305.00
SP,2.00,20.00,Dhampur,Bijnor,MUHAMMAD GHAZI,BSP,42836.00
SP,2.00,20.00,Dhampur,Bijnor,None of the Above,None of the Above,1020.00
SP,2.00,20.00,Dhampur,Bijnor,NAIMUDDIN,RLD,659.00
SP,2.00,20.00,Dhampur,Bijnor,FIRASAT,others,519.00
SP,2.00,20.00,Dhampur,Bijnor,KAMPI,others,467.00
SP,2.00,20.00,Dhampur,Bijnor,LAXMAN,Independent,349.00
SP,2.00,20.00,Dhampur,Bijnor,MOHD. DANISH,Independent,342.00
SP,2.00,20.00,Dhampur,Bijnor,BHOOPENDRA KUMAR,others,295.00
INC,2.00,21.00,Nehtaur (SC),Bijnor,OMKUMAR,BJP+,76644.00
INC,2.00,21.00,Nehtaur (SC),Bijnor,MUNNALAL PREMI,INC,53493.00
INC,2.00,21.00,Nehtaur (SC),Bijnor,VIVEK SINGH,BSP,47059.00
INC,2.00,21.00,Nehtaur (SC),Bijnor,CHANDRAPAL SINGH,RLD,6486.00
INC,2.00,21.00,Nehtaur (SC),Bijnor,None of the Above,None of the Above,1273.00
INC,2.00,21.00,Nehtaur (SC),Bijnor,NIRMALA DEVI,Independent,935.00
INC,2.00,21.00,Nehtaur (SC),Bijnor,NAIPAL,others,561.00
INC,2.00,21.00,Nehtaur (SC),Bijnor,JITENDRA SINGH,Independent,479.00
INC,2.00,21.00,Nehtaur (SC),Bijnor,PREM SINGH,Independent,430.00
INC,2.00,21.00,Nehtaur (SC),Bijnor,GAJRAJ SINGH,Independent,302.00
INC,2.00,21.00,Nehtaur (SC),Bijnor,RANJEET SINGH,others,294.00
INC,2.00,21.00,Nehtaur (SC),Bijnor,SUNITA SINGH,others,251.00
SP,2.00,22.00,Bijnor,Bijnor,SUCHI,BJP+,105548.00
SP,2.00,22.00,Bijnor,Bijnor,RUCHI VIRA,SP,78267.00
SP,2.00,22.00,Bijnor,Bijnor,RASHID AHMAD,BSP,49788.00
SP,2.00,22.00,Bijnor,Bijnor,RAHUL SINGH,RLD,7799.00
SP,2.00,22.00,Bijnor,Bijnor,None of the Above,None of the Above,1241.00
SP,2.00,22.00,Bijnor,Bijnor,GAURAV KUMAR DHIMAN,others,830.00
SP,2.00,22.00,Bijnor,Bijnor,RAFEEQ AHMAD,Independent,774.00
SP,2.00,22.00,Bijnor,Bijnor,BHUPENDRA SINGH,others,466.00
SP,2.00,22.00,Bijnor,Bijnor,RAHUL KUMAR,Independent,448.00
SP,2.00,22.00,Bijnor,Bijnor,PARVEZ AQIL,others,375.00
SP,2.00,22.00,Bijnor,Bijnor,BEGRAJ,others,235.00
FF,2.00,23.00,Chandpur,Bijnor,KAMLESH SAINI,BJP+,92345.00
FF,2.00,23.00,Chandpur,Bijnor,MOHAMMAD IQBAL,BSP,56696.00
FF,2.00,23.00,Chandpur,Bijnor,MO. ARSHAD,SP,36531.00
FF,2.00,23.00,Chandpur,Bijnor,SHER BAAZ KHAN,INC,15826.00
FF,2.00,23.00,Chandpur,Bijnor,SURENDRA KUMAR VERMA,RLD,11880.00
FF,2.00,23.00,Chandpur,Bijnor,FARMAN,others,1457.00
FF,2.00,23.00,Chandpur,Bijnor,None of the Above,None of the Above,932.00
FF,2.00,23.00,Chandpur,Bijnor,AMAR SINGH,others,799.00
FF,2.00,23.00,Chandpur,Bijnor,BHUPENDRA,Independent,600.00
FF,2.00,23.00,Chandpur,Bijnor,RAMCHARAN,Independent,584.00
FF,2.00,23.00,Chandpur,Bijnor,JAGAT SINGH,Independent,450.00
FF,2.00,23.00,Chandpur,Bijnor,ILYAS,Independent,384.00
SP,2.00,24.00,Noorpur,Bijnor,LOKENDRA SINGH,BJP+,79172.00
SP,2.00,24.00,Noorpur,Bijnor,NAIM UL HASAN,SP,66436.00
SP,2.00,24.00,Noorpur,Bijnor,GOHAR IQBAL,BSP,45902.00
SP,2.00,24.00,Noorpur,Bijnor,VIJAYPAL SINGH,others,5338.00
SP,2.00,24.00,Noorpur,Bijnor,YOGESH URF TILLU TYAGI,RLD,2172.00
SP,2.00,24.00,Noorpur,Bijnor,None of the Above,None of the Above,1115.00
SP,2.00,24.00,Noorpur,Bijnor,MAHBOOB,others,811.00
SP,2.00,24.00,Noorpur,Bijnor,AMIT KUMAR SINGH,Independent,753.00
SP,2.00,24.00,Noorpur,Bijnor,HARSWAROOP,Independent,482.00
SP,2.00,24.00,Noorpur,Bijnor,DINESH KUMAR,Independent,376.00
SP,2.00,24.00,Noorpur,Bijnor,RAJPAL,others,308.00
SP,2.00,24.00,Noorpur,Bijnor,RAVENDAR KUMAR,Independent,243.00
SP,2.00,25.00,Kanth,Moradabad,RAJESH KUMAR SINGH (CHUNNU),BJP+,76307.00
SP,2.00,25.00,Kanth,Moradabad,ANEESURREHMAN,SP,73959.00
